puzzle,solution
003726905500000324209405000340650070106374000075012040900067450050103290000500738,483726915567891324219435867342658179196374582875912643938267451754183296621549738
018300042030080109640102038020030800800409570500010904307040065250700390006200087,918375642732684159645192738429537816861429573573816924387941265254768391196253487
000007020000600379003020000490758000300160400080400700040006253018200007602509040,859347126124685379763921584491758632375162498286493715947816253518234967632579841
300501000812904706000007309003608001008003600167240000700390104031005960096072030,379561248812934756654827319923658471548713692167249583785396124231485967496172835
030980571908700403005000829306005002040300096100000000093070000007530200000800000,634982571928751463715643829376495182542318796189267345293174658867539214451826937
840690207000401000931020000700000401054309000003000006020006800010000500098700004,845693217672451389931827645769285431154369728283174956427516893316948572598732164
000548300256973010308000507520090180910402700867301429005124970172809605409065201,791548362256973814348216597524697183913482756867351429635124978172839645489765231
000860023060000840208419670001086002005040000680000100870050309000000000396070050,417865923569732841238419675741986532925143786683527194872654319154398267396271458
500900000020000060900004820053810004100207605200605038740008050302051400060090710,518926347427183569936574821653819274184237695279645138741368952392751486865492713
005800126286050974401920538508360200600490850314285060749508610162700385803000490,935874126286153974471926538598367241627491853314285769749538612162749385853612497
000002540097036000085704000002407053000065900050300700976803002320049005000270300,613982547497536281285714639862497153734165928159328764976853412321649875548271396
200605090000070500060009803090050032008000604057060000640030000900000008003002000,234685197819473526765129843496851732128397654357264981641938275972546318583712469
900080204002500936640070518009720001034008092200000300300207000400009023027000060,915386274872541936643972518569723481734158692281694357398267145456819723127435869
000400608000006005780009300060103020070908006300060700000890012900000000508000007,295431678143786295786529341869173524472958136351264789637895412924617853518342967
000259000000003905705004000510006790362507014479000002001002049043061070987300020,136259487824713965795684231518426793362597814479138652651872349243961578987345126
000400263732000091900000000800002314025934700043008900070000605001309040006725030,518497263732586491964213578897652314125934786643178952379841625251369847486725139
610000007350000190470100006067501009005060701134809600003604010000390260800210470,612943587358726194479158326267531849985462731134879652723684915541397268896215473
036000107000030000518907004053600018004050000870140035081095700005003900702800040,936284157427531896518967324253679418164358279879142635381495762645723981792816543
090175003200000800007802195000706950400589300050301080004290700801007030709010048,698175423215934876347862195183726954476589312952341687534298761861457239729613548
060000900070020000810090030000305081300000072007800000701008300026009708000760000,263481957479523816815697234692375481384916572157842693741258369526139748938764125
890010352452000090060520007000192700015600900000003000904300010503001600120900500,897416352452837196361529487638192745715684923249753861974365218583241679126978534
080600000240307000096840000950070406030000095020069870062008009003950020070106304,381695742245317968796842531958273416637481295124569873462738159813954627579126384
040000003006020450239058017010600090860093000092170000003010800900000072621007000,548761923176329458239458617317684295865293741492175386753912864984536172621847539
006030500402910630903005000700003905008000060309800470847290300005307040200500700,186734529452918637973625814724163985518479263369852471847291356695387142231546798
000800021700902030003000590600080005080405060001070308005100003047608150000520679,459863721716952834823741596674389215382415967591276348265197483947638152138524679
004090130000800456200000000003908000000460009800003000306700021700021500010650003,684597132971832456235146798563918247127465389849273615356784921798321564412659873
000070830048005610063041092080010049024768050000000000031080005570090483802000170,159276834248935617763841592687513249924768351315429768431687925576192483892354176
169230000003100050758090020071300080302000006805620704030000860207560390000080047,169235478423178659758496123671349582342857916895621734934712865287564391516983247
010060078000821004400500012000050460000206000706300080390000705000003120672005009,215469378937821654468537912129758463843216597756394281391682745584973126672145839
600703920200105040480692300700004060100030502598000034800016495960070010350009000,615743928239185647487692351723854169146937582598261734872316495964578213351429876
617030008200604170000000002560870024421050807070026000758000006036900240002503700,617235498285694173394718652569871324421359867873426519758142936136987245942563781
800927310000604000907315000210008000638090045005163002080000700100009030000836501,856927314321684957947315286219458673638792145475163892583241769162579438794836521
071000830000720649060500721480073100010005000002006098000309060397062000006107000,271694835835721649964538721489273156613985472752416398148359267397862514526147983
000708620180200905062000001040890003001602000308041290009400100623000809710086352,935718624187264935462359781246897513591632478378541296859423167623175849714986352
040000800000060050009871604004785090075009300200400700980240531710036000050090070,647952813821364957539871624364785192175629348298413765986247531712536489453198276
701250806805000403002038507140003780376500041250071039580002164610045970900010050,731254896895167423462938517149623785376589241258471639587392164613845972924716358
801006000065100708003580100480000301000020905079060040027609500608207410900013000,891736254265194738743582196482975361316428975579361842127649583638257419954813627
610435000500000063200000574002049010960008020000050700100580097495007006800904001,617435982549872163238691574752349618964718325381256749126583497495127836873964251
008439210270801090300057060560700000103500080807310605085000100900000472721603050,658439217274861593319257864562798341143526789897314625485972136936185472721643958
805320000000000007204608500009065300000240005000009000000970080980000030407003002,815327469693514827274698513129765348738241695546839271352976184981452736467183952
300500781009670040045803069070006504090000120050080000430000800086000003000300607,362594781819672345745813269178926534694735128253481976437169852986257413521348697
270800090604050780895417002510080003069001208382940000106028079053004820028076104,271863495634259781895417362517682943469731258382945617146328579753194826928576134
060140802314200000250370000006010728020680050000520061740039605195002080003701009,967145832314298576258376194536914728421687953879523461742839615195462387683751249
800127465051000007472586903517034098068700530000608201106490782780300140024801300,893127465651943827472586913517234698268719534349658271136495782785362149924871356
200086501000000840980004267700063004008400002401007000000301008103748000040005070,274986531316572849985134267752863914638419752491257386567391428123748695849625173
903800410010090825280047600031000986090008200070060003106789304009014000748356190,963825417417693825285147639531472986694538271872961543126789354359214768748356192
710030602943256870800000340582017963104005708067002504039521080051000236070003000,715834692943256871826179345582417963194365728367982514639521487451798236278643159
700320081065407320382091406047839050000000690001002840500908000419250768238064005,794326581165487329382591476647839152823145697951672843576918234419253768238764915
050920043309084061400003800001809000504617028080300406893005174705408630246031500,158926743379584261462173895621849357534617928987352416893265174715498632246731589
004062890003840000086300000475203160800650030069174500031000000507400308000007001,154762893923845716786391245475283169812659437369174582631528974597416328248937651
000050062007300058015706300003060007500800004000120080024010070070608000600009401,839451762467392158215786349183964527592837614746125983924513876371648295658279431
032040700075000084608070090006030905200000060003084100401003600007020508050160402,132948756975316284648572391786231945214795863593684127421853679367429518859167432
026000904800706102509142600000204391730809420490010060007953800080600037005000009,126538974843796152579142683658274391731869425492315768217953846984621537365487219
000300075100007402857420090080002063001003000006875219700500930430009601000000000,624398175193657482857421396589142763271963854346875219762514938435789621918236547
000680130000000029107024000001063000068410970403800210000570090005040302840200700,254689137386157429197324685921763548568412973473895216632571894715948362849236751
000007063007130004200806017703400698420600000608309040190500030502000080000060159,841297563967135824235846917753421698429658371618379245196584732572913486384762159
030050649100089035509004018008000000004010090300008006700062001002005360690000080,837251649146789235529634718958326174264517893371948526783462951412895367695173482
030705002719000000000096071040103005860940700090060020000004360984030057306059000,638715942719428536452396871247183695865942713193567428521874369984631257376259184
201003047007080092000701806000004980000500703006018000605239408820156370000007025,281963547367485192459721836532674981148592763796318254675239418824156379913847625
957803406020690300830204719049300072375000100008705963003109050400000631501430800,957813426124697385836254719649381572375926148218745963783169254492578631561432897
600080300000017406734060018090600507200873094800500000009200001428150000010040900,651482379982317456734965218193624587265873194847591632579236841428159763316748925
000900205000500061900010730490250803000789500708030029231040000009000002004092000,163974285847523961925618734496251873312789546758436129231845697589367412674192358
009600070060700938004098062032970016006000050000200304001400723740006080908037005,389652471265741938174398562532974816496813257817265394651489723743526189928137645
184096003020170048705384190002510067001920304950040280008001700500839000000702809,184296573329175648765384192842513967671928354953647281298461735517839426436752819
107605249802300000000710300683000902020806570045009806000003600570061083300000127,137685249852394761496712358683547912921836574745129836218473695579261483364958127
000005080700060009090034061021508403000109700070306015860407000030002058000000600,146295387753861249298734561621578493385149726974326815869457132437612958512983674
213908700850100003090034120532401690179200800400300050040000006001800470028640509,213968745854127963697534128532481697179256834486379251945712386361895472728643519
100400059040300001830010007060803705400002030000900000580030070000000210010007008,126478359947325681835619427261843795498752136753961842582136974679584213314297568
386150904009680503510300000008593000093708256100046090760000439840030621000461005,386152974279684513514379862628593147493718256157246398761825439845937621932461785
192705806040090102000102790000004280289600341514008600067501903820030560005276010,192745836746893152358162794673914285289657341514328679467581923821439567935276418
760000300000800670950620084800000040400210038095400016504900060237060800009735421,768541392142893675953627184821356947476219538395478216514982763237164859689735421
930026018607100000040005020000090030380070000500040007200300600069050200050267801,935726418627184359841935726716892534384571962592643187278319645169458273453267891
052136070600500310800972640290000537500023400380000000038000904900614700006300200,452136879679548312813972645294861537561723498387495126138257964925614783746389251
000800230320600000087010064672580000043069007050073008030950012490020370060734095,516847239324695781987312564672581943843269157159473628738956412495128376261734895
075900004340001792060300000820000073600040080507863241751082930409700000000539010,175928364348651792962374158824195673613247589597863241751482936439716825286539417
024907016007240390060008470180300200050000000030000168091860724048009030275003089,524937816817246395963158472186394257752681943439572168391865724648729531275413689
002094501461853209890002300006501023003078056754006198518239600200067835600080002,372694581461853279895712364986541723123978456754326198518239647249167835637485912
506084720203100856087652439020030910315029087070015302060203594930561008752948100,596384721243197856187652439428736915315429687679815342861273594934561278752948163
710409060030210000890000200407001320509803000100000800956008030000094001300075082,712489563635217498894536217487961325529843176163752849956128734278394651341675982
600000203015700690008000574080406002020070080050980130892000000061200005540007001,674598213215743698938621574389416752126375489457982136892154367761239845543867921
005100097809230500637000800000001000760024000090500040000900070003845900000700003,425186397819237564637459821542691738768324159391578642184963275273845916956712483
007354000020070006000900070701690058000000900059210364074569180002001040060000005,617354829925178436483926571741693258236845917859217364374569182592781643168432795
406900000025084903000157600010000000030401067700390010380509400000203700040018390,476932158125684973893157642214876539539421867768395214387569421951243786642718395
902000005010200000070980061263500000040000009508700000000830020009100803001405096,982617345614253978375984261263598417147362589598741632756839124429176853831425796
013200075705136090096080034000008063000000547037640210102450700370021056950800321,813294675745136892296785134421578963689312547537649218162453789378921456954867321
128030054634007000007400100000006018300900640010345000203004071000003009090812003,128639754634157982957428136549276318372981645816345297263594871481763529795812463
069070302270309061403268509000607058547802013386500097608700034950023786034980125,869175342275349861413268579192637458547892613386514297628751934951423786734986125
362914050081007090057006100040062080590708013018050076004200800820691340670483001,362914758481537692957826134743162985596748213218359476134275869825691347679483521
007010090090008713000709046050280370004000005700600080000107208200906400570800001,867413592492568713135729846651284379984371625723695184349157268218936457576842931
680132070100090080073408020495720861708054932362010507906275018007000006231906004,689132475124597683573468129495723861718654932362819547946275318857341296231986754
060095230539720610042638009027059086091000450854061927200540001405987360983010700,768195234539724618142638579327459186691872453854361927276543891415987362983216745
000402930000060800002000000703900150246500090001037400010050000420080500805709610,158472936974163825362895741783946152246518397591237468617354289429681573835729614
000500027600210034100083006000871200060000908030026410028005340500000680390000050,483569127659217834172483596945871263261354978837926415728695341514732689396148752
086090030030480001452013800070108050514009008809070413260800009705000000300700105,186297534937485621452613897673148952514329768829576413261854379745931286398762145
802970100790601800316050904163720400475863291928040067009416720081500600600002000,852974136794631852316258974163729485475863291928145367539416728281597643647382519
286104000105902008004050006610400700029576000047000009000009270800647900003210080,286134597175962438934758126618493752329576841547821369461389275852647913793215684
847001006900600107016078924004062098009537062003400015000095001005010000200000659,847921536932654187516378924754162398189537462623489715368795241495216873271843659
071000030090760100060005090080126743300070060740000521609001408050083010000900050,271498635593762184864315297985126743312574869746839521639251478457683912128947356
000400003310007806000065000501640000008000092203001045060509020400000300030200060,956418273314927856782365914591642738648753192273891645867539421425176389139284567
100060000008000730007508009000301024080094050000000090054106072010402003020007000,192763485548219736637548219965371824281694357473825691854136972719482563326957148
207468000840059206500730010100047000980613540700000021421900003609374182008000964,217468395843159276596732418165247839982613547734895621421986753659374182378521964
004600190000450006700001354057000803000360700008000040489006002001205000005080400,524637198813459276796821354657194823942368715138572649489716532361245987275983461
006504839005008207438297516609700000300006400012409070900065700700840002064002350,276514839195638247438297516649753128387126495512489673921365784753841962864972351
010008062093600785002700900600800354049000800250403097004580000900310008780249530,517938462493621785862754913671892354349175826258463197134586279925317648786249531
008032000100759060000000000000000340007064001040820090086300019000140007005006008,958632174124759863673481925869517342237964581541823796486375219392148657715296438
200000105480900200050203040000867009000092407007000000705026000004009700908750631,273648195486915273159273846542867319831592467697431528715326984364189752928754631
040860720769000083000930650080010007090080542005040801010304070900200010057190038,543861729769425183128937654284519367691783542375642891812354976936278415457196238
036004000001095000000760180453027690072000038600539000000300200004670015305001076,236184957781295463549763182453827691972416538618539724167358249894672315325941876
539802007147000289006007304053020008061704000792080040300418920000905800008200005,539842167147356289286197354453629718861734592792581643375418926624975831918263475
000050060027000009000089302300060080002930000046005901000090050098000000400502896,934251768827643519615789342359167284182934675746825931261398457598476123473512896
342098500100500000000001090070002180605000009814970050500239810001007000430615002,342798561189564327756321498973452186625183749814976253567239814291847635438615972
000900805000200471460050030700009028903040600002076903500093106100007000600000002,271934865395268471468751239746319528953842617812576943527493186189627354634185792
000074289800100300005380040700603004300000870504020190253800410100030950070251608,631574289847192365925386741798613524312945876564728193253869417186437952479251638
008007000009023000260100504590030028010400300020005490072000843031278056005360012,158647239749523681263189574594736128817492365326815497672951843431278956985364712
075010000190784300000905047942850670008002009000007280500109806809436002307528490,475213968196784325283965147942851673738642519651397284524179836819436752367528491
094308057600000030573004802830071000000000300100650784701000093300507041940036570,294368157618725439573914862835471926467289315129653784751842693386597241942136578
100300000900108006800625001064780910000563407708010020619200378002806009000900064,156397842927148536843625791564782913291563487738419625619254378472836159385971264
000238900700900408000670321059003200470002893036097045100080504905316702087420619,614238957723951468598674321859143276471562893236897145162789534945316782387425619
007503002000004500000820031050670003031400860806100420000007206000300000100086300,987513642213764589564829731452678193731492865896135427348957216625341978179286354
600035728270080639000700400007004080052003064410090370720540800000027006000010297,641935728275481639893762451367154982952873164418296375726549813189327546534618297
000400007000080056006000821053009000060043000890057630004970503000612740019004208,185426397972381456346795821453869172267143985891257634624978513538612749719534268
000070800086900200039458000452006000060500010390280605108320006000004300003700528,514672839786931254239458167452196783867543912391287645178325496925864371643719528
005406003004071000680032050260307045000020807500060029006000598000600271100758006,725486913934571682681932754268397145349125867517864329476213598853649271192758436
105070000879060000023801070000008400008109702500000008700910040650320800904005621,165472983879563214423891576217638459348159762596247138782916345651324897934785621
006100025380020600512367980030208000250749836000050000470802501025036008069071003,796184325384925617512367984637218459251749836948653172473892561125436798869571243
050032010087405039093000005000054060700006500040300000309078401014200900002000380,456932718287415639193687245928754163731826594645391872369578421814263957572149386
096000050400009321700000806005104000000803745020590063009708600080250000210906538,196382457458679321732415896375164289961823745824597163549738612683251974217946538
901502007500006008730048020802390700470050982095827000600019003010703004000000691,981532467524976138736148529862394715473651982195827346658419273219763854347285691
040003000003817000510400009004200050005080426020045780078090604069000075000004008,842953167693817542517426839784261953135789426926345781378592614469138275251674398
067500800149003007350100040590730000000960354002001976020400760604000008080090413,267549831149683527358127649596734182871962354432851976923418765614375298785296413
290816000004007208070302500708605900040000600000900300300008009080163020512400030,295816473134597268876342591728635914943781652651924387367258149489163725512479836
790050603030000709000007200900801530001700800420000007809070005070010400042008901,794152683235486719186397254967841532351729846428563197819274365673915428542638971
005304200301675004007291050500000010800002400009400705904823160708006392000700508,695384271321675984487291653542937816876152439139468725954823167718546392263719548
300600490080003200051207080890021004037960020046000109928100500013500002064002018,372658491689413257451297386895321764137964825246875139928146573713589642564732918
731860059604000008050304062003000000560000007090201306400528603000900001385706904,731862459624195738958374162143687295562439817897251346419528673276943581385716924
080050140900200387004007006000080000730104008060000002000008005540673920170029860,287356149956241387314897256495782613732164598861935472629418735548673921173529864
007501980000009040004308006749805010306200007810000500973100020100000700000900051,637541982281679345594328176749865213356214897812793564973156428165482739428937651
809567300016030587053002906080090602000076408500283700390028100021049870000051000,849567321216934587753812946187495632932176458564283719395728164621349875478651293
200803071001502000300007026040658039532000008006004700618070900059030100420000607,264893571871562394395147826147658239532719468986324715618275943759436182423981657
200006104654081003100492058890600000736248090425109006500014802300005700900300005,289536174654781923173492658891653247736248591425179386567914832342865719918327465
046352000280010064005000000058900201001200379900000000000561023030000016014000005,146352987283719564795648132358976241461285379927134658879561423532497816614823795
000920100010000603730001905680504230040732060070860000421370098590240000060095040,856923174912457683734681925689514237145732869273869451421376598597248316368195742
426001000508060040031480650284900000319070000670120000007090305000718060100305870,426531987598267143731489652284956731319874526675123498847692315953718264162345879
140000790960000003500820000094130020001000804705046000009000005000910070030002619,142653798968471253573829146694138527321795864785246931219367485856914372437582619
400000500050080039700254680500042300200609000036175802001000003029060104340010000,468391527152786439793254681517842396284639715936175842671428953829563174345917268
197253648240790500063184000736041090901360057005072006612805904050020160374009000,197253648248796531563184729736541892921368457485972316612835974859427163374619285
309150847810769532750084060030096718076035090298017300940503681080000405521640973,369152847814769532752384169435296718176835294298417356947523681683971425521648973
600027400030948160040106739190003020280000050356001974068710240001832596523004810,619327485735948162842156739194573628287469351356281974968715243471832596523694817
056400300004600802032085600000090005425130900000004007060040001791000006000560790,856472319974613852132985674317896425425137968689254137563749281791328546248561793
402081050080352009000000608075190234130720986029460500007819065500236097960540812,492681753786352149351974628675198234134725986829463571247819365518236497963547812
856000140409008276107040590200506080018430050065890020900260704043910060670300005,856729143439158276127643598294576381718432659365891427981265734543917862672384915
701256048280134507000090126050400701000060080600981000307009800000070014100008673,791256348286134597534897126958423761413765289672981435347619852865372914129548673
940350008030000940208194300000005000624930700809040060000000001480003097307806500,946352178135687942278194356713265489624938715859741263562479831481523697397816524
003090286002340917006270340080103760020000158167809420070904500001700004005600800,743591286852346917916278345584123769329467158167859423678914532231785694495632871
200010549084300060000045008001002000906078100040501200078100650165000074400050000,237816549584329761619745328751932486926478135843561297378194652165283974492657813
380060004506107030000080906137524069048710023050000417800600045073051002000008000,382965174596147238714382956137524869648719523259836417821693745973451682465278391
083700001476205083120039604742908036600003842308462507060094700037500469094020318,983746251476215983125839674742958136659173842318462597861394725237581469594627318
090002008408001029213009060060100200035204701020003906082417095009020000300905002,596742138478631529213859467764198253935264781821573946682417395159326874347985612
008020015050000379034051802507100000061000043300005087086302050000800700000549628,678923415152684379934751862547138296861297543329465187486372951295816734713549628
900050023000896015500342608302000000479001002086000340000000001000000264043000800,968157423234896715517342698352984176479631582186725349725468931891573264643219857
005703000000086950670000200084000000050029006020400001062004000501062804000100032,295743168413286957678591243984617325157329486326458791762834519531962874849175632
401000007520100986006000010002007003030006709960300520200803000070001695010005208,491682357523174986786539412142957863835216749967348521259863174378421695614795238
000802413006000900003050006000200000130085670740031090020070000057020041301000008,975862413286314957413759286568297134139485672742631895824173569657928341391546728
003047000080012009041308000026789400308020090500130780400000050030061070000200003,953647128687512349241398567126789435378425691594136782412873956835961274769254813
010400387000198025005000194000960532000207008009005076694012050201504009583070240,912456387437198625865723194748961532356247918129385476694812753271534869583679241
009100760200836401031000005807000312504002900060700008058200034043508109020093050,489125763275836491631947285897654312514382976362719548958271634743568129126493857
000692834900810567684050002000280706006479100000500009890760020065028370002000008,517692834923814567684357912349281756256479183178536249891763425465928371732145698
090028001200306000000051007600804000507269408000010000024000070005140060860507000,796428351251376984348951627612834795537269418489715236124683579975142863863597142
410875639037060420906003157073021094004396271120704560200907380760430910391658742,412875639537169428986243157673521894854396271129784563245917386768432915391658742
070000602300260090006789000538900164700000035640105000200500340005800900903027506,879354612354261798126789453538972164791648235642135879287596341465813927913427586
000048012000100630020600748780034296952001070036970080005000300308096100000010027,563748912847129635129653748781534296952861473436972581215487369378296154694315827
470152000256800000080009540605720019002401850000000000021306074308590006960204300,479152638256843791183679542635728419792461853814935267521386974348597126967214385
840100320007892400200406578050020100000540090712003850423007015109250600680019247,846175329537892461291436578954728136368541792712963854423687915179254683685319247
080640001009002038160907045810200094026000580030805000090401756000768400604009813,582643971749152638163987245815276394926314587437895162298431756351768429674529813
020010940600049007010000003000350009050090204279460001590030402001020030000805190,725613948683249517914587623146352879358791264279468351597136482861924735432875196
409200060206009843817436905748090052920040618063825000572003480301504209004002531,439258167256179843817436925748691352925347618163825794572913486381564279694782531
700210800000009000190004720405080100010642958900570003500096400009100000680027000,734215869852769314196834725425983176317642958968571243571396482249158637683427591
200400096800006002003005000920800001037900260100073900509030400040000020000000500,251487396874396152693125874925864731437951268186273945519632487748519623362748519
304900165200400080506813004943108600750004001060732049635000908008509016107386050,384927165219465783576813294943158627752694831861732549635241978428579316197386452
900300600005019000680005090050086401140500000026740509000060254560100703030057906,914328675275619348683475192357986421149532867826741539791863254562194783438257916
105000402724900180030100970278060010000018007300527009007050008062000003083070691,195786432724935186836142975278369514659418327341527869917653248462891753583274691
600007580958600210732581006009810370000030809003900045397050604200360050516004008,641297583958643217732581496469815372175432869823976145397158624284369751516724938
090700020000948003000000015009836000000001059020509000150607090060294500008100200,693715428215948673784362915579836142836421759421579836152687394367294581948153267
086050730520047610040610520800092460093064005462005000901406300008023100030000090,186259734529347618347618529815792463793164285462835971971486352658923147234571896
076032000040010207300745800407600092065079000098000750003007605600000073704003008,876932541549816237321745869437658192265179384198324756913487625682591473754263918
000710054073500062900680300800107000010006200034020510002060090460031700001000008,286713954173594862945682371829157436517346289634829517752468193468931725391275648
000904072209080010000512984500720000090608040080090051000109027901270038320000009,815964372249387615673512984534721896192658743786493251468139527951276438327845169
000074035602003000034856000006007904005060000070040816943001008060035700010098042,891274635652913487734856129126387954485169273379542816943721568268435791517698342
500003029340060750009050003900041086420900000107006090600002105708610040205300000,571483629342169758869257413953741286426938571187526394694872135738615942215394867
000809006000006008078402590000024007406085920001960845152600030060300002300090654,543879216219536478678412593895124367436785921721963845152648739964357182387291654
041300060008400050900800047027150000000002081000687300002590004000000010530010078,241375869678429153953861247827153496365942781194687325712598634489736512536214978
590000300068394000030510796940750801216830570807040923029080037600123409384906002,591267348768394215432518796943752861216839574857641923129485637675123489384976152
085230070140809000070010008709005003000160000502300010001748059650903000890600702,985234176146879325273516948719485263438162597562397814321748659657923481894651732
600000040000362905305478062013507620700104098082009000860043000001006000040290836,628915743174362985395478162913587624756124398482639517869743251231856479547291836
000103609010000000250000310001200083004500201002641000006000030320400970905307020,487123659613895742259764318561279483794538261832641597176952834328416975945387126
560020308000081000108000290486170930315009080020036400750090020090007843040000000,569724318234981765178653294486175932315249687927836451753498126692517843841362579
249561070073290100816730205000170006100050300090083701030900082050026419004805630,249561873573298164816734295385172946167459328492683751631947582758326419924815637
002105030070206058003000007040000670601027509720650300090513004007908000304000800,482175936179236458563894217945381672631427589728659341896513724257948163314762895
204010003000304629963500740092450170840931005500728390430060000009145030681203400,274619583158374629963582741392456178847931265516728394435867912729145836681293457
023001950000000020890050004900170230040036000002005040258607490704903800019008070,423761958576489321891352764985174236147236589632895147258617493764923815319548672
879004160000001809601209570900130700150002438003405600000826314000013000008940250,879354162532761849641289573964138725157692438283475691795826314426513987318947256
012697000000130000603500000000000035006080900097053681860300510070016248001040306,412697853759138462683524197148269735536781924297453681864372519375916248921845376
076004920195600000004950008009061002000040570000230080950006010001000006620008057,876314925195682734234957168589761342362849571417235689958476213741523896623198457
500607290420089501309001684034596800982400756651020400897062305243900008000030907,518647293426389571379251684734596812982413756651728439897162345243975168165834927
908070060700358902030900007080000530600100000009000000860430050100080674495607003,948271365716358942532946817281794536654123798379865421867432159123589674495617283
642010039300070100719042600090030000004000910036289040005090070061004098000108000,642815739358976124719342685597431862824567913136289547485693271261754398973128456
005010400601030897090084000078326509053097640900045070809251004034900200502073000,285719463641532897397684125478326519153897642926145378869251734734968251512473986
010574280028019746400800090090750408701008009004001072000900004349007800085000020,916574283528319746473862591692753418731248659854691372267985134349127865185436927
012803740394120000750490200541078320206310497073042015030060954020084603405739100,612853749394127568758496231541978326286315497973642815837261954129584673465739182
000562081000000050602318074001009820390080500008007409920703008000820095080000003,749562381813974652652318974571439826394286517268157439925743168436821795187695243
082000071710040080049718000000950003063004095007860014000637020078105346230480050,382596471715342689649718532824951763163274895597863214451637928978125346236489157
097800513032000006608075020700430005340526078256007100000618050005790000870000001,497862513532149786618375429789431265341526978256987134924618357165793842873254691
082006013000400090090000640825079000000200951014305007709081004003002800008730000,482956713631427598597813642825179436376248951914365287769581324143692875258734169
000050000900100000852000001001730650760805342300042107070026083600501200008300000,416257839937168425852493761241739658769815342385642197174926583693581274528374916
025000000703065000000900000200009106000748205009610730051420008800090400004580300,425831679793265841618974523247359186136748295589612734351427968862193457974586312
701580000352100064008000051106492500079308420000657030600905080427036910895721000,761584392352179864948263751136492578579318426284657139613945287427836915895721643
604031009071009200859260004000054600406903005010682000207006850068010702045008006,624831579371549268859267314792154683486973125513682497237496851968315742145728936
104052967690804052200600814976143080000260030325900041530080006069531028801726000,184352967697814352253697814976143285418265739325978641532489176769531428841726593
000100070090060003102050006509014300004530100000209000058703061023001940000900730,635198472897462513142357896569814327274536189381279654958743261723681945416925738
040902150000145060500376092000000601170000045604521730027003519013054006005200374,746982153239145867581376492358497621172638945694521738427863519913754286865219374
140003000000000384008460070700030006200690100000080903067049500030000409004350000,142873695675912384398465271759231846283694157416587923867149532531728469924356718
700030105030000002050100340523800074091000000867025031080340009370019000910060053,748932165136754892259186347523891674491673528867425931685347219372519486914268753
945700032000230000000000108000100050057800903602354000060520010070000564000007800,945781632781236495326495178834179256157862943692354781469528317278913564513647829
000050042000346090095000010019003000000482900000000007800000306657200109000801504,763159842128346795495728613219673458576482931384915267841597326657234189932861574
000000500630042001250600004000251807710006003000000605000920700300000109008137206,984713562637542981251689374463251897715896423829374615146925738372468159598137246
084002000069081000250600000700096008900510600000007450472960030590008062816003000,184752396369481527257639184745396218928514673631827459472965831593148762816273945
003276040650004371784053690030027000000681030061309200920030000007460500048910000,193276845652894371784153692439527186275681934861349257926735418317468529548912763
000090007008205001604000932000021093000004006700053008480009005100080000006140200,213496857978235641654718932845621793329874516761953428482369175197582364536147289
020190003031482000609070200380500742007060300050004080208941537000800169010007020,825196473731482695649375218386519742497268351152734986268941537574823169913657824
260094081078012039039708400023485000000007942600020850580170004006243010010050206,265394781478512639139768425923485167851637942647921853582176394796243518314859276
009532180300074000052801300807690403096200000240007590070000002100009630938000051,769532184381974265452861379817695423596243817243187596675318942124759638938426751
000073006090165800365000790002009403639720005540300009750208014900040028200091300,821973546497165832365482791172859463639724185548316279756238914913547628284691357
109782003087354600040091000490200060832069000071548320304006807900073016720015934,169782543287354691543691782495237168832169475671548329314926857958473216726815934
060200000310060578740000602807002105236800900154003020005170400000000709473056000,569287314312469578748531692897642135236815947154793826925178463681324759473956281
900008016000930200021400390690103402053800609000000100060509700200047050070300900,934278516586931247721465398697153482153824679842796135368519724219647853475382961
081506000500294000000810050328740010007001048000089732000000609036907020102460375,281576493573294861649813257328745916967321548415689732754132689836957124192468375
054068000800920050000450000005010900700300000480000006060002014008030007003107600,354768291876921453291453768635814972712396845489275136967582314148639527523147689
710600000000012090008007631000700204900103000604080000007091002500028900400500000,719634825356812497248957631183769254925143768674285319867391542531428976492576183
020507000045269001790841600000300816000194003012786005107000000200075068408610007,621537489845269371793841652974352816586194723312786945167928534239475168458613297
000000003000200001000430020204008136510300008003016042905000200001900305030045070,427861953369257481158439627274598136516324798893716542985673214741982365632145879
570310892148926357920058160809002036000160000060089501000800003201690008004037005,576314892148926357923758164819572436457163289362489571795841623231695748684237915
005001000807000914040080630204007083058123460360050700000016290000000146090074300,635941872827365914941782635214697583758123469369458721483516297572839146196274358
309560870000200000504809126062700001740610002805092607658947000430005008001006700,329561874186274359574839126962753481743618592815492637658947213437125968291386745
007000800930400020068372051004100005800705009752600000005060000200034006080000300,527916834931458627468372951694183275813725469752649183345261798279834516186597342
709841000010020075206357000072003004900100706600072008028060030507039180403008600,759841263314926875286357941872693514935184726641572398128765439567439182493218657
509608701007050000140200008005026300082400950300007002000890170000060094050701000,529638741867154239143279568415926387782413956396587412634892175271365894958741623
000053007098012600153608042020034790009500260807269503004001806600025400970006021,462953187798412635153678942526134798319587264847269513234791856681325479975846321
798025416036000082412706009020400050800613000007250803040500900070890125900000370,798325416536941782412786539329478651854613297167259843241537968673894125985162374
080060014600804705400527000030708900000150000005000030000400809054286000708901002,587369214623814795491527386236748951849153627175692438312475869954286173768931542
